id,clave_municipio,nombre_municipio,entidad_federativa
1,001,Aguascalientes,01
2,002,Asientos,01
3,003,Calvillo,01
4,004,Cosío,01
5,005,Jesús María,01
6,006,Pabellón de Arteaga,01
7,007,Rincón de Romos,01
8,008,San José de Gracia,01
9,009,Tepezalá,01
10,010,El Llano,01
11,011,San Francisco de los Romo,01
12,999,No Especificado,01
13,001,Ensenada,02
14,002,Mexicali,02
15,003,Tecate,02
16,004,Tijuana,02
17,005,Playas de Rosarito,02
18,999,No Especificado,02
19,001,Comondú,03
20,002,Mulegé,03
21,003,La Paz,03
22,008,Los Cabos,03
23,009,Loreto,03
24,999,No Especificado,03
25,001,Calkiní,04
26,002,Campeche,04
27,003,Carmen,04
28,004,Champotón,04
29,005,Hecelchakán,04
30,006,Hopelchén,04
31,007,Palizada,04
32,008,Tenabo,04
33,009,Escárcega,04
34,010,Calakmul,04
35,011,Candelaria,04
36,999,No Especificado,04
37,001,Abasolo,05
38,002,Acuña,05
39,003,Allende,05
40,004,Arteaga,05
41,005,Candela,05
42,006,Castaños,05
43,007,Cuatro Ciénegas,05
44,008,Escobedo,05
45,009,Francisco I. Madero,05
46,010,Frontera,05
47,011,General Cepeda,05
48,012,Guerrero,05
49,013,Hidalgo,05
50,014,Jiménez,05
51,015,Juárez,05
52,016,Lamadrid,05
53,017,Matamoros,05
54,018,Monclova,05
55,019,Morelos,05
56,020,Múzquiz,05
57,021,Nadadores,05
58,022,Nava,05
59,023,Ocampo,05
60,024,Parras,05
61,025,Piedras Negras,05
62,026,Progreso,05
63,027,Ramos Arizpe,05
64,028,Sabinas,05
65,029,Sacramento,05
66,030,Saltillo,05
67,031,San Buenaventura,05
68,032,San Juan de Sabinas,05
69,033,San Pedro,05
70,034,Sierra Mojada,05
71,035,Torreón,05
72,036,Viesca,05
73,037,Villa Unión,05
74,038,Zaragoza,05
75,999,No Especificado,05
76,001,Armería,06
77,002,Colima,06
78,003,Comala,06
79,004,Coquimatlán,06
80,005,Cuauhtémoc,06
81,006,Ixtlahuacán,06
82,007,Manzanillo,06
83,008,Minatitlán,06
84,009,Tecomán,06
85,010,Villa de Álvarez,06
86,999,No Especificado,06
87,001,Acacoyagua,07
88,002,Acala,07
89,003,Acapetahua,07
90,004,Altamirano,07
91,005,Amatán,07
92,006,Amatenango de la Frontera,07
93,007,Amatenango del Valle,07
94,008,Angel Albino Corzo,07
95,009,Arriaga,07
96,010,Bejucal de Ocampo,07
97,011,Bella Vista,07
98,012,Berriozábal,07
99,013,Bochil,07
100,014,El Bosque,07
101,015,Cacahoatán,07
102,016,Catazajá,07
103,017,Cintalapa,07
104,018,Coapilla,07
105,019,Comitán de Domínguez,07
106,020,La Concordia,07
107,021,Copainalá,07
108,022,Chalchihuitán,07
109,023,Chamula,07
110,024,Chanal,07
111,025,Chapultenango,07
112,026,Chenalhó,07
113,027,Chiapa de Corzo,07
114,028,Chiapilla,07
115,029,Chicoasén,07
116,030,Chicomuselo,07
117,031,Chilón,07
118,032,Escuintla,07
119,033,Francisco León,07
120,034,Frontera Comalapa,07
121,035,Frontera Hidalgo,07
122,036,La Grandeza,07
123,037,Huehuetán,07
124,038,Huixtán,07
125,039,Huitiupán,07
126,040,Huixtla,07
127,041,La Independencia,07
128,042,Ixhuatán,07
129,043,Ixtacomitán,07
130,044,Ixtapa,07
131,045,Ixtapangajoya,07
132,046,Jiquipilas,07
133,047,Jitotol,07
134,048,Juárez,07
135,049,Larráinzar,07
136,050,La Libertad,07
137,051,Mapastepec,07
138,052,Las Margaritas,07
139,053,Mazapa de Madero,07
140,054,Mazatán,07
141,055,Metapa,07
142,056,Mitontic,07
143,057,Motozintla,07
144,058,Nicolás Ruíz,07
145,059,Ocosingo,07
146,060,Ocotepec,07
147,061,Ocozocoautla de Espinosa,07
148,062,Ostuacán,07
149,063,Osumacinta,07
150,064,Oxchuc,07
151,065,Palenque,07
152,066,Pantelhó,07
153,067,Pantepec,07
154,068,Pichucalco,07
155,069,Pijijiapan,07
156,070,El Porvenir,07
157,071,Villa Comaltitlán,07
158,072,Pueblo Nuevo Solistahuacán,07
159,073,Rayón,07
160,074,Reforma,07
161,075,Las Rosas,07
162,076,Sabanilla,07
163,077,Salto de Agua,07
164,078,San Cristóbal de las Casas,07
165,079,San Fernando,07
166,080,Siltepec,07
167,081,Simojovel,07
168,082,Sitalá,07
169,083,Socoltenango,07
170,084,Solosuchiapa,07
171,085,Soyaló,07
172,086,Suchiapa,07
173,087,Suchiate,07
174,088,Sunuapa,07
175,089,Tapachula,07
176,090,Tapalapa,07
177,091,Tapilula,07
178,092,Tecpatán,07
179,093,Tenejapa,07
180,094,Teopisca,07
181,096,Tila,07
182,097,Tonalá,07
183,098,Totolapa,07
184,099,La Trinitaria,07
185,100,Tumbalá,07
186,101,Tuxtla Gutiérrez,07
187,102,Tuxtla Chico,07
188,103,Tuzantán,07
189,104,Tzimol,07
190,105,Unión Juárez,07
191,106,Venustiano Carranza,07
192,107,Villa Corzo,07
193,108,Villaflores,07
194,109,Yajalón,07
195,110,San Lucas,07
196,111,Zinacantán,07
197,112,San Juan Cancuc,07
198,113,Aldama,07
199,114,Benemérito de las Américas,07
200,115,Maravilla Tenejapa,07
201,116,Marqués de Comillas,07
202,117,Montecristo de Guerrero,07
203,118,San Andrés Duraznal,07
204,119,Santiago el Pinar,07
205,999,No Especificado,07
206,001,Ahumada,08
207,002,Aldama,08
208,003,Allende,08
209,004,Aquiles Serdán,08
210,005,Ascensión,08
211,006,Bachíniva,08
212,007,Balleza,08
213,008,Batopilas,08
214,009,Bocoyna,08
215,010,Buenaventura,08
216,011,Camargo,08
217,012,Carichí,08
218,013,Casas Grandes,08
219,014,Coronado,08
220,015,Coyame del Sotol,08
221,016,La Cruz,08
222,017,Cuauhtémoc,08
223,018,Cusihuiriachi,08
224,019,Chihuahua,08
225,020,Chínipas,08
226,021,Delicias,08
227,022,Dr. Belisario Domínguez,08
228,023,Galeana,08
229,024,Santa Isabel,08
230,025,Gómez Farías,08
231,026,Gran Morelos,08
232,027,Guachochi,08
233,028,Guadalupe,08
234,029,Guadalupe y Calvo,08
235,030,Guazapares,08
236,031,Guerrero,08
237,032,Hidalgo del Parral,08
238,033,Huejotitán,08
239,034,Ignacio Zaragoza,08
240,035,Janos,08
241,036,Jiménez,08
242,037,Juárez,08
243,038,Julimes,08
244,039,López,08
245,040,Madera,08
246,041,Maguarichi,08
247,042,Manuel Benavides,08
248,043,Matachí,08
249,044,Matamoros,08
250,045,Meoqui,08
251,046,Morelos,08
252,047,Moris,08
253,048,Namiquipa,08
254,049,Nonoava,08
255,050,Nuevo Casas Grandes,08
256,051,Ocampo,08
257,052,Ojinaga,08
258,053,Praxedis G. Guerrero,08
259,054,Riva Palacio,08
260,055,Rosales,08
261,056,Rosario,08
262,057,San Francisco de Borja,08
263,058,San Francisco de Conchos,08
264,059,San Francisco del Oro,08
265,060,Santa Bárbara,08
266,061,Satevó,08
267,062,Saucillo,08
268,063,Temósachic,08
269,064,El Tule,08
270,065,Urique,08
271,066,Uruachi,08
272,067,Valle de Zaragoza,08
273,999,No Especificado,08
274,002,Azcapotzalco,09
275,003,Coyoacán,09
276,004,Cuajimalpa de Morelos,09
277,005,Gustavo A. Madero,09
278,006,Iztacalco,09
279,007,Iztapalapa,09
280,008,La Magdalena Contreras,09
281,009,Milpa Alta,09
282,010,Álvaro Obregón,09
283,011,Tláhuac,09
284,012,Tlalpan,09
285,013,Xochimilco,09
286,014,Benito Juárez,09
287,015,Cuauhtémoc,09
288,016,Miguel Hidalgo,09
289,017,Venustiano Carranza,09
290,999,No Especificado,09
291,001,Canatlán,10
292,002,Canelas,10
293,003,Coneto de Comonfort,10
294,004,Cuencamé,10
295,005,Durango,10
296,006,General Simón Bolívar,10
297,007,Gómez Palacio,10
298,008,Guadalupe Victoria,10
299,009,Guanaceví,10
300,010,Hidalgo,10
301,011,Indé,10
302,012,Lerdo,10
303,013,Mapimí,10
304,014,Mezquital,10
305,015,Nazas,10
306,016,Nombre de Dios,10
307,017,Ocampo,10
308,018,El Oro,10
309,019,Otáez,10
310,020,Pánuco de Coronado,10
311,021,Peñón Blanco,10
312,022,Poanas,10
313,023,Pueblo Nuevo,10
314,024,Rodeo,10
315,025,San Bernardo,10
316,026,San Dimas,10
317,027,San Juan de Guadalupe,10
318,028,San Juan del Río,10
319,029,San Luis del Cordero,10
320,030,San Pedro del Gallo,10
321,031,Santa Clara,10
322,032,Santiago Papasquiaro,10
323,033,Súchil,10
324,034,Tamazula,10
325,035,Tepehuanes,10
326,036,Tlahualilo,10
327,037,Topia,10
328,038,Vicente Guerrero,10
329,039,Nuevo Ideal,10
330,999,No Especificado,10
331,001,Abasolo,11
332,002,Acámbaro,11
333,003,San Miguel de Allende,11
334,004,Apaseo el Alto,11
335,005,Apaseo el Grande,11
336,006,Atarjea,11
337,007,Celaya,11
338,008,Manuel Doblado,11
339,009,Comonfort,11
340,010,Coroneo,11
341,011,Cortazar,11
342,012,Cuerámaro,11
343,013,Doctor Mora,11
344,014,Dolores Hidalgo Cuna de la Independencia Nacional,11
345,015,Guanajuato,11
346,016,Huanímaro,11
347,017,Irapuato,11
348,018,Jaral del Progreso,11
349,019,Jerécuaro,11
350,020,León,11
351,021,Moroleón,11
352,022,Ocampo,11
353,023,Pénjamo,11
354,024,Pueblo Nuevo,11
355,025,Purísima del Rincón,11
356,026,Romita,11
357,027,Salamanca,11
358,028,Salvatierra,11
359,029,San Diego de la Unión,11
360,030,San Felipe,11
361,031,San Francisco del Rincón,11
362,032,San José Iturbide,11
363,033,San Luis de la Paz,11
364,034,Santa Catarina,11
365,035,Santa Cruz de Juventino Rosas,11
366,036,Santiago Maravatío,11
367,037,Silao de la Victoria,11
368,038,Tarandacuao,11
369,039,Tarimoro,11
370,040,Tierra Blanca,11
371,041,Uriangato,11
372,042,Valle de Santiago,11
373,043,Victoria,11
374,044,Villagrán,11
375,045,Xichú,11
376,046,Yuriria,11
377,999,No Especificado,11
378,001,Acapulco de Juárez,12
379,002,Ahuacuotzingo,12
380,003,Ajuchitlán del Progreso,12
381,004,Alcozauca de Guerrero,12
382,005,Alpoyeca,12
383,006,Apaxtla,12
384,007,Arcelia,12
385,008,Atenango del Río,12
386,009,Atlamajalcingo del Monte,12
387,010,Atlixtac,12
388,011,Atoyac de Álvarez,12
389,012,Ayutla de los Libres,12
390,013,Azoyú,12
391,014,Benito Juárez,12
392,015,Buenavista de Cuéllar,12
393,016,Coahuayutla de José María Izazaga,12
394,017,Cocula,12
395,018,Copala,12
396,019,Copalillo,12
397,020,Copanatoyac,12
398,021,Coyuca de Benítez,12
399,022,Coyuca de Catalán,12
400,023,Cuajinicuilapa,12
401,024,Cualác,12
402,025,Cuautepec,12
403,026,Cuetzala del Progreso,12
404,027,Cutzamala de Pinzón,12
405,028,Chilapa de Álvarez,12
406,029,Chilpancingo de los Bravo,12
407,030,Florencio Villarreal,12
408,031,General Canuto A. Neri,12
409,032,General Heliodoro Castillo,12
410,033,Huamuxtitlán,12
411,034,Huitzuco de los Figueroa,12
412,035,Iguala de la Independencia,12
413,036,Igualapa,12
414,037,Ixcateopan de Cuauhtémoc,12
415,038,Zihuatanejo de Azueta,12
416,039,Juan R. Escudero,12
417,040,Leonardo Bravo,12
418,041,Malinaltepec,12
419,042,Mártir de Cuilapan,12
420,043,Metlatónoc,12
421,044,Mochitlán,12
422,045,Olinalá,12
423,046,Ometepec,12
424,047,Pedro Ascencio Alquisiras,12
425,048,Petatlán,12
426,049,Pilcaya,12
427,050,Pungarabato,12
428,051,Quechultenango,12
429,052,San Luis Acatlán,12
430,053,San Marcos,12
431,054,San Miguel Totolapan,12
432,055,Taxco de Alarcón,12
433,056,Tecoanapa,12
434,057,Técpan de Galeana,12
435,058,Teloloapan,12
436,059,Tepecoacuilco de Trujano,12
437,060,Tetipac,12
438,061,Tixtla de Guerrero,12
439,062,Tlacoachistlahuaca,12
440,063,Tlacoapa,12
441,064,Tlalchapa,12
442,065,Tlalixtaquilla de Maldonado,12
443,066,Tlapa de Comonfort,12
444,067,Tlapehuala,12
445,068,La Unión de Isidoro Montes de Oca,12
446,069,Xalpatláhuac,12
447,070,Xochihuehuetlán,12
448,071,Xochistlahuaca,12
449,072,Zapotitlán Tablas,12
450,073,Zirándaro,12
451,074,Zitlala,12
452,075,Eduardo Neri,12
453,076,Acatepec,12
454,077,Marquelia,12
455,078,Cochoapa el Grande,12
456,079,José Joaquín de Herrera,12
457,080,Juchitán,12
458,081,Iliatenco,12
459,999,No Especificado,12
460,001,Acatlán,13
461,002,Acaxochitlán,13
462,003,Actopan,13
463,004,Agua Blanca de Iturbide,13
464,005,Ajacuba,13
465,006,Alfajayucan,13
466,007,Almoloya,13
467,008,Apan,13
468,009,El Arenal,13
469,010,Atitalaquia,13
470,011,Atlapexco,13
471,012,Atotonilco el Grande,13
472,013,Atotonilco de Tula,13
473,014,Calnali,13
474,015,Cardonal,13
475,016,Cuautepec de Hinojosa,13
476,017,Chapantongo,13
477,018,Chapulhuacán,13
478,019,Chilcuautla,13
479,020,Eloxochitlán,13
480,021,Emiliano Zapata,13
481,022,Epazoyucan,13
482,023,Francisco I. Madero,13
483,024,Huasca de Ocampo,13
484,025,Huautla,13
485,026,Huazalingo,13
486,027,Huehuetla,13
487,028,Huejutla de Reyes,13
488,029,Huichapan,13
489,030,Ixmiquilpan,13
490,031,Jacala de Ledezma,13
491,032,Jaltocán,13
492,033,Juárez Hidalgo,13
493,034,Lolotla,13
494,035,Metepec,13
495,036,San Agustín Metzquititlán,13
496,037,Metztitlán,13
497,038,Mineral del Chico,13
498,039,Mineral del Monte,13
499,040,La Misión,13
500,041,Mixquiahuala de Juárez,13
501,042,Molango de Escamilla,13
502,043,Nicolás Flores,13
503,044,Nopala de Villagrán,13
504,045,Omitlán de Juárez,13
505,046,San Felipe Orizatlán,13
506,047,Pacula,13
507,048,Pachuca de Soto,13
508,049,Pisaflores,13
509,050,Progreso de Obregón,13
510,051,Mineral de la Reforma,13
511,052,San Agustín Tlaxiaca,13
512,053,San Bartolo Tutotepec,13
513,054,San Salvador,13
514,055,Santiago de Anaya,13
515,056,Santiago Tulantepec de Lugo Guerrero,13
516,057,Singuilucan,13
517,058,Tasquillo,13
518,059,Tecozautla,13
519,060,Tenango de Doria,13
520,061,Tepeapulco,13
521,062,Tepehuacán de Guerrero,13
522,063,Tepeji del Río de Ocampo,13
523,064,Tepetitlán,13
524,065,Tetepango,13
525,066,Villa de Tezontepec,13
526,067,Tezontepec de Aldama,13
527,068,Tianguistengo,13
528,069,Tizayuca,13
529,070,Tlahuelilpan,13
530,071,Tlahuiltepa,13
531,072,Tlanalapa,13
532,073,Tlanchinol,13
533,074,Tlaxcoapan,13
534,075,Tolcayuca,13
535,076,Tula de Allende,13
536,077,Tulancingo de Bravo,13
537,078,Xochiatipan,13
538,079,Xochicoatlán,13
539,080,Yahualica,13
540,081,Zacualtipán de Ángeles,13
541,082,Zapotlán de Juárez,13
542,083,Zempoala,13
543,084,Zimapán,13
544,999,No Especificado,13
545,001,Acatic,14
546,002,Acatlán de Juárez,14
547,003,Ahualulco de Mercado,14
548,004,Amacueca,14
549,005,Amatitán,14
550,006,Ameca,14
551,007,San Juanito de Escobedo,14
552,008,Arandas,14
553,009,El Arenal,14
554,010,Atemajac de Brizuela,14
555,011,Atengo,14
556,012,Atenguillo,14
557,013,Atotonilco el Alto,14
558,014,Atoyac,14
559,015,Autlán de Navarro,14
560,016,Ayotlán,14
561,017,Ayutla,14
562,018,La Barca,14
563,019,Bolaños,14
564,020,Cabo Corrientes,14
565,021,Casimiro Castillo,14
566,022,Cihuatlán,14
567,023,Zapotlán el Grande,14
568,024,Cocula,14
569,025,Colotlán,14
570,026,Concepción de Buenos Aires,14
571,027,Cuautitlán de García Barragán,14
572,028,Cuautla,14
573,029,Cuquío,14
574,030,Chapala,14
575,031,Chimaltitán,14
576,032,Chiquilistlán,14
577,033,Degollado,14
578,034,Ejutla,14
579,035,Encarnación de Díaz,14
580,036,Etzatlán,14
581,037,El Grullo,14
582,038,Guachinango,14
583,039,Guadalajara,14
584,040,Hostotipaquillo,14
585,041,Huejúcar,14
586,042,Huejuquilla el Alto,14
587,043,La Huerta,14
588,044,Ixtlahuacán de los Membrillos,14
589,045,Ixtlahuacán del Río,14
590,046,Jalostotitlán,14
591,047,Jamay,14
592,048,Jesús María,14
593,049,Jilotlán de los Dolores,14
594,050,Jocotepec,14
595,051,Juanacatlán,14
596,052,Juchitlán,14
597,053,Lagos de Moreno,14
598,054,El Limón,14
599,055,Magdalena,14
600,056,Santa María del Oro,14
601,057,La Manzanilla de la Paz,14
602,058,Mascota,14
603,059,Mazamitla,14
604,060,Mexticacán,14
605,061,Mezquitic,14
606,062,Mixtlán,14
607,063,Ocotlán,14
608,064,Ojuelos de Jalisco,14
609,065,Pihuamo,14
610,066,Poncitlán,14
611,067,Puerto Vallarta,14
612,068,Villa Purificación,14
613,069,Quitupan,14
614,070,El Salto,14
615,071,San Cristóbal de la Barranca,14
616,072,San Diego de Alejandría,14
617,073,San Juan de los Lagos,14
618,074,San Julián,14
619,075,San Marcos,14
620,076,San Martín de Bolaños,14
621,077,San Martín Hidalgo,14
622,078,San Miguel el Alto,14
623,079,Gómez Farías,14
624,080,San Sebastián del Oeste,14
625,081,Santa María de los Ángeles,14
626,082,Sayula,14
627,083,Tala,14
628,084,Talpa de Allende,14
629,085,Tamazula de Gordiano,14
630,086,Tapalpa,14
631,087,Tecalitlán,14
632,088,Tecolotlán,14
633,089,Techaluta de Montenegro,14
634,090,Tenamaxtlán,14
635,091,Teocaltiche,14
636,092,Teocuitatlán de Corona,14
637,093,Tepatitlán de Morelos,14
638,094,Tequila,14
639,095,Teuchitlán,14
640,096,Tizapán el Alto,14
641,097,Tlajomulco de Zúñiga,14
642,098,San Pedro Tlaquepaque,14
643,099,Tolimán,14
644,100,Tomatlán,14
645,101,Tonalá,14
646,102,Tonaya,14
647,103,Tonila,14
648,104,Totatiche,14
649,105,Tototlán,14
650,106,Tuxcacuesco,14
651,107,Tuxcueca,14
652,108,Tuxpan,14
653,109,Unión de San Antonio,14
654,110,Unión de Tula,14
655,111,Valle de Guadalupe,14
656,112,Valle de Juárez,14
657,113,San Gabriel,14
658,114,Villa Corona,14
659,115,Villa Guerrero,14
660,116,Villa Hidalgo,14
661,117,Cañadas de Obregón,14
662,118,Yahualica de González Gallo,14
663,119,Zacoalco de Torres,14
664,120,Zapopan,14
665,121,Zapotiltic,14
666,122,Zapotitlán de Vadillo,14
667,123,Zapotlán del Rey,14
668,124,Zapotlanejo,14
669,125,San Ignacio Cerro Gordo,14
670,999,No Especificado,14
671,001,Acambay de Ruíz Castañeda,15
672,002,Acolman,15
673,003,Aculco,15
674,004,Almoloya de Alquisiras,15
675,005,Almoloya de Juárez,15
676,006,Almoloya del Río,15
677,007,Amanalco,15
678,008,Amatepec,15
679,009,Amecameca,15
680,010,Apaxco,15
681,011,Atenco,15
682,012,Atizapán,15
683,013,Atizapán de Zaragoza,15
684,014,Atlacomulco,15
685,015,Atlautla,15
686,016,Axapusco,15
687,017,Ayapango,15
688,018,Calimaya,15
689,019,Capulhuac,15
690,020,Coacalco de Berriozábal,15
691,021,Coatepec Harinas,15
692,022,Cocotitlán,15
693,023,Coyotepec,15
694,024,Cuautitlán,15
695,025,Chalco,15
696,026,Chapa de Mota,15
697,027,Chapultepec,15
698,028,Chiautla,15
699,029,Chicoloapan,15
700,030,Chiconcuac,15
701,031,Chimalhuacán,15
702,032,Donato Guerra,15
703,033,Ecatepec de Morelos,15
704,034,Ecatzingo,15
705,035,Huehuetoca,15
706,036,Hueypoxtla,15
707,037,Huixquilucan,15
708,038,Isidro Fabela,15
709,039,Ixtapaluca,15
710,040,Ixtapan de la Sal,15
711,041,Ixtapan del Oro,15
712,042,Ixtlahuaca,15
713,043,Xalatlaco,15
714,044,Jaltenco,15
715,045,Jilotepec,15
716,046,Jilotzingo,15
717,047,Jiquipilco,15
718,048,Jocotitlán,15
719,049,Joquicingo,15
720,050,Juchitepec,15
721,051,Lerma,15
722,052,Malinalco,15
723,053,Melchor Ocampo,15
724,054,Metepec,15
725,055,Mexicaltzingo,15
726,056,Morelos,15
727,057,Naucalpan de Juárez,15
728,058,Nezahualcóyotl,15
729,059,Nextlalpan,15
730,060,Nicolás Romero,15
731,061,Nopaltepec,15
732,062,Ocoyoacac,15
733,063,Ocuilan,15
734,064,El Oro,15
735,065,Otumba,15
736,066,Otzoloapan,15
737,067,Otzolotepec,15
738,068,Ozumba,15
739,069,Papalotla,15
740,070,La Paz,15
741,071,Polotitlán,15
742,072,Rayón,15
743,073,San Antonio la Isla,15
744,074,San Felipe del Progreso,15
745,075,San Martín de las Pirámides,15
746,076,San Mateo Atenco,15
747,077,San Simón de Guerrero,15
748,078,Santo Tomás,15
749,079,Soyaniquilpan de Juárez,15
750,080,Sultepec,15
751,081,Tecámac,15
752,082,Tejupilco,15
753,083,Temamatla,15
754,084,Temascalapa,15
755,085,Temascalcingo,15
756,086,Temascaltepec,15
757,087,Temoaya,15
758,088,Tenancingo,15
759,089,Tenango del Aire,15
760,090,Tenango del Valle,15
761,091,Teoloyucan,15
762,092,Teotihuacán,15
763,093,Tepetlaoxtoc,15
764,094,Tepetlixpa,15
765,095,Tepotzotlán,15
766,096,Tequixquiac,15
767,097,Texcaltitlán,15
768,098,Texcalyacac,15
769,099,Texcoco,15
770,100,Tezoyuca,15
771,101,Tianguistenco,15
772,102,Timilpan,15
773,103,Tlalmanalco,15
774,104,Tlalnepantla de Baz,15
775,105,Tlatlaya,15
776,106,Toluca,15
777,107,Tonatico,15
778,108,Tultepec,15
779,109,Tultitlán,15
780,110,Valle de Bravo,15
781,111,Villa de Allende,15
782,112,Villa del Carbón,15
783,113,Villa Guerrero,15
784,114,Villa Victoria,15
785,115,Xonacatlán,15
786,116,Zacazonapan,15
787,117,Zacualpan,15
788,118,Zinacantepec,15
789,119,Zumpahuacán,15
790,120,Zumpango,15
791,121,Cuautitlán Izcalli,15
792,122,Valle de Chalco Solidaridad,15
793,123,Luvianos,15
794,124,San José del Rincón,15
795,125,Tonanitla,15
796,999,No Especificado,15
797,001,Acuitzio,16
798,002,Aguililla,16
799,003,Álvaro Obregón,16
800,004,Angamacutiro,16
801,005,Angangueo,16
802,006,Apatzingán,16
803,007,Aporo,16
804,008,Aquila,16
805,009,Ario,16
806,010,Arteaga,16
807,011,Briseñas,16
808,012,Buenavista,16
809,013,Carácuaro,16
810,014,Coahuayana,16
811,015,Coalcomán de Vázquez Pallares,16
812,016,Coeneo,16
813,017,Contepec,16
814,018,Copándaro,16
815,019,Cotija,16
816,020,Cuitzeo,16
817,021,Charapan,16
818,022,Charo,16
819,023,Chavinda,16
820,024,Cherán,16
821,025,Chilchota,16
822,026,Chinicuila,16
823,027,Chucándiro,16
824,028,Churintzio,16
825,029,Churumuco,16
826,030,Ecuandureo,16
827,031,Epitacio Huerta,16
828,032,Erongarícuaro,16
829,033,Gabriel Zamora,16
830,034,Hidalgo,16
831,035,La Huacana,16
832,036,Huandacareo,16
833,037,Huaniqueo,16
834,038,Huetamo,16
835,039,Huiramba,16
836,040,Indaparapeo,16
837,041,Irimbo,16
838,042,Ixtlán,16
839,043,Jacona,16
840,044,Jiménez,16
841,045,Jiquilpan,16
842,046,Juárez,16
843,047,Jungapeo,16
844,048,Lagunillas,16
845,049,Madero,16
846,050,Maravatío,16
847,051,Marcos Castellanos,16
848,052,Lázaro Cárdenas,16
849,053,Morelia,16
850,054,Morelos,16
851,055,Múgica,16
852,056,Nahuatzen,16
853,057,Nocupétaro,16
854,058,Nuevo Parangaricutiro,16
855,059,Nuevo Urecho,16
856,060,Numarán,16
857,061,Ocampo,16
858,062,Pajacuarán,16
859,063,Panindícuaro,16
860,064,Parácuaro,16
861,065,Paracho,16
862,066,Pátzcuaro,16
863,067,Penjamillo,16
864,068,Peribán,16
865,069,La Piedad,16
866,070,Purépero,16
867,071,Puruándiro,16
868,072,Queréndaro,16
869,073,Quiroga,16
870,074,Cojumatlán de Régules,16
871,075,Los Reyes,16
872,076,Sahuayo,16
873,077,San Lucas,16
874,078,Santa Ana Maya,16
875,079,Salvador Escalante,16
876,080,Senguio,16
877,081,Susupuato,16
878,082,Tacámbaro,16
879,083,Tancítaro,16
880,084,Tangamandapio,16
881,085,Tangancícuaro,16
882,086,Tanhuato,16
883,087,Taretan,16
884,088,Tarímbaro,16
885,089,Tepalcatepec,16
886,090,Tingambato,16
887,091,Tingüindín,16
888,092,Tiquicheo de Nicolás Romero,16
889,093,Tlalpujahua,16
890,094,Tlazazalca,16
891,095,Tocumbo,16
892,096,Tumbiscatío,16
893,097,Turicato,16
894,098,Tuxpan,16
895,099,Tuzantla,16
896,100,Tzintzuntzan,16
897,101,Tzitzio,16
898,102,Uruapan,16
899,103,Venustiano Carranza,16
900,104,Villamar,16
901,105,Vista Hermosa,16
902,106,Yurécuaro,16
903,107,Zacapu,16
904,108,Zamora,16
905,109,Zináparo,16
906,110,Zinapécuaro,16
907,111,Ziracuaretiro,16
908,112,Zitácuaro,16
909,113,José Sixto Verduzco,16
910,999,No Especificado,16
911,001,Amacuzac,17
912,002,Atlatlahucan,17
913,003,Axochiapan,17
